DATE,STAR,LIKE,DISLIKE,TITLE,REVIEW
2020-08-31 05:32:00,1,1,0,조리시간 ㅡㅡ,"가게에서 조리시간 5분이든 1시간이든 눌러도
배달파트너분들께는 조리시간 전달이 안되면
뭐 어쩌라는겁니까ㅋ;
그럼 애초에 전달도 안되는거 조리시간 해놓지도 말아요 그냥ㅋㅋㅋㅋ개선 할 생각도 안하고 지들 이득만 챙기고
가게나 배달파트너나 둘다 개고생만하고 ㅋ"
2020-08-21 21:21:17,3,0,0,이거 iOS에서 쓰지말것,"주문들어오면 알람만 뜨고 내역을 볼수없음.
상담사에게 문의하고 보고 해달라고하면 매번 방법이 없다고 나옴. 지금 건의 넣은지 2달 지났으면 수정 좀...

여태까지 놓친 주문만 20건이 넘음. 
수락율 계속 딸어져서 완전 화남. 
앱오류인데 보상은 없고 상담사는 뻥치지 말라는 대응. 미치겠음 바빠 죽겠는데 매번 설명하는것도 미치겠음
결국 아이폰 아이패드만 쓰다가 안될거 같아 결국 안드로이드폰 사서 오늘 시작했음. 
이번에도 같은 오류나면 정말....
쿠팡앱개발팀은 돈벌어주는 파트너한테 사과도 안하고 모하는거냐. 

여기 올리는 이유는 보고가 몇건 안갰을거 같아 올림.

마지막으로 점점 조리시간내에 오는 배달기사님은 왜 점점 줄어드는건지. 시간 맞추는게 무슨의미인건가? 광고에서는 한사람을 위한 배달이라는 이미지인데 음식만들고 10-15분 지나서 오면 무슨 소용인가? 배민방식이 좀더 합리적이지 않을까?

쿠팡이츠 앱 개발팀 버젼 업데이트 매일 됐는지 안됐는지 확인하는거 정말 짜증납니다. 제가 자동 업데이트로 해놓아도 혹시나 제 실수인지 몰라 매번 확인하고있습니다. 좀 도와 주십시오. 판데믹 사태에 인할수도 없고 보이는 주문도 못내놓는 무기력 감을 도대체 하루에 몇번이나 느껴야 하는건가요? 도와주십시오 제발"
2020-07-30 05:03:11,1,0,0,검색기능,빵 검색기능이 없어서 불편해요
2020-06-08 20:03:16,3,0,0,사장님댓글은 없나요?,ㅈㄱㄴ
2019-11-25 21:09:05,2,0,0,1.1.2버전 아이폰에서 실행이 안되네요,최신버전 업데이트 했더니 아이폰8에서 실행이 안됩니다. 앱을 누르면 바로 꺼져요
2019-11-10 19:35:19,1,0,0,무한알림,업데이트 이후 주문확인을하였는데도 알람이계속울리는경우가있습니다. 확인후 수장부탁합니다
2019-10-30 05:56:49,1,0,0,대학생이 만들었나,"수수료는 겁나떼면서 
기사들은 교육도 안시키고 
총체적 난국"
2019-09-25 02:26:54,3,0,0,알람이 계속 울려요,이전에는 포스에서 주문 들어와서 수락하면 알람이 없어졌는데 최근에 업데이트가 잘못된건지 어플에 들어가서 확인해야만 알람이 꺼져요 아주 시끄럽고 스트레스 받아요 바빠죽겠는데 핸드폰까지 확인해야 해서요 빨리 수정해주세요 몇일 됐는데 왜 개선이 안돼나요??인지를 못하고 있다면 빨리 수정해주세요 엄청 불편해요
2019-09-15 13:31:02,1,0,0,회원가잊을  어디서 하나요??,"회원가잊을 어디서 하나요 우버에서 넘어가려는데 
아이폰인데 뭐 어디서 깔고 시작하는지 알수가없네요"
2019-08-06 00:45:07,1,0,0,Ui 무슨일이야;;,"처음 써보려고 앱 깔았는데, 회원가입도 찾을 수 없고, 앱 초기화면도 그냥 다짜고짜 로그인이며 설명은 찾아볼수도 없고 사용자 편의 고려한 앱 맞나요..??;;
써보려다 씨름하고 걍 삭제합니다 ..."
2019-08-05 22:07:29,5,0,0,라이더용 앱 출시 언제합니까,안드로이드만 출시하고.. 아이폰은 언제해줍니까
2019-07-14 02:18:44,5,0,0,앱푸시 문제,메뉴 관리때문에 전 직원 앱을 다 설치 하였는데 안드로이드 폰에서 앱푸시를 꺼 놔도 계속 울리는 문제가 있으니 빨리 수정해주세요
2019-06-07 21:08:34,5,0,0,로켓배송을 기대합니다!,로켓배송을 기대합니다!
2019-05-08 16:44:56,5,0,0,드디어 쿠팡도 음식배달을!,배민보다 빨리좀 가져다 줬으면 좋겠네요.
