review,date,rating,y
새우튀김 사건보고 소름이 돋더라 배달통이 왜 망했어 나는 뭘 먹으려해도 업체가 없어서 사용안해 가입된 가맹점 인프라가 많아야 고객들도 편리하게 사용하려고 이용하는 것 아니에요 자기 어플 광고는 한 주문 한집 배달 등 결국 배달업체랑 점주들 능력가지고 장점 메이킹하면서 저런 식으로 대응하나요 사실 이 구역이 레드오션이라서 배달의 민족 요기요 살아있는 이상은 이런 어플 쿠폰충 아니면 안 사용하면 그만인듯 합니다 아주 잘 봤습니다,6/22/2021 14:03,1,0
무책임한 쿠팡 시스템과 비인간적인 처사에 어플 지우고 탈퇴합니다 쿠팡의 처사를 대표가 똑같은 입장에서 그대로 돌려받길 바라겠습니다 개선이 되길 바랍니다,6/22/2021 13:29,1,0
충격 ㅡㅡ 광고 이미지 좋아서 배민 쓰다가 굳이 갈아타서 쓰고있었는데 진상고객 진상가게 등등 잘 가려서 고객센터 응대하는 기업이 되시길,6/22/2021 13:15,1,0
사실 배달의민족은 배달이 어디있는지도 모르는데 쿠팡이츠는 그걸 확인할 수 있다는게 가장 큰 장점인거 같고 배달이 빠른건 말할 것도 없네요 쿠팡이츠 너무 좋은거 같아요,6/22/2021 13:13,5,1
안쓴다 퉤,6/22/2021 13:08,1,0
엠비씨 뉴스보고 절때 다시 까는일 없도록 정신무장 중중간에서 중계하랬지 왜 지들이 갑질하고 지랄이래 앉아서 편하게 돈먹는게 그렇게 좋지,6/22/2021 12:49,1,0
점주가 전화받고 쓰러졌는데 거기다 대고 나으시면 환불 말씀 좀 부탁드려요 라고 사람이 죽었어요 어떻게 그런 부탁을 하시며 어떻게 모든 잘못을 점주한테 떠 넘기십니까 정말 너무하시네요 쿠팡이츠 삭제합니다 아무리 배달이 빠르다한들 그런식으로 영업하시면 망하는 거 한순간입니다,6/22/2021 12:34,1,0
더이상 이 앱을 이용할 이유가 없네요,6/22/2021 12:08,1,0
눌러보면 얼마이상 무료배달은 낚시아닌가요그냥 애초에 바깥에 얼마이상무료배달이라고 적으세요,6/22/2021 10:52,2,0
저번에도 겪어서 불편했는데 또 이런 현상이 ㅠ 처음에 리뷰 문구 작성하면 밑에 사진 추가 나오잖아요 그럼 아이폰 앨범에서 사진을 가져올 수 있게 첨엔 나오는데 그 창을 닫으면 다시는 아이폰 앨범에서 사진을 가져올 수가 없는 구조입니다 사진을 새로 찍게끔만 되고 옛날 리뷰에 올린 사진들만 보여요 인간적으로 이거 수정해주셔야되는거 아닌가요 리뷰가 젤 중요핳텐데 아이폰 프로  최신 버전입니다,6/22/2021 10:35,4,1
별 반개가 안되는게 아쉽네요 뉴스기사 봤고요 사람이 쓰러졌는데도 제 할말만 하는 기업 앱 안씁니다 수고하시고요 앞으로 패망길만 걸으세요,6/22/2021 10:35,1,0
탈퇴 기능 하나 만들어 놓지 않아서 왜 고객센터에 전화를 해야 합니까귀찮아서 그냥 앱만 지웠습니다 쿠팡도 탈퇴하러 갑니다 서비스란 앱만이 아닙니다 기업의 모든 활동이 고객 평가의 대상입니다이제는 착한기업 아니 적어도 보통의 기업을 찾아서 그거 이용하려고요,6/22/2021 10:12,1,0
음식 픽업해서 왜 딴동네를 가죠 한집배달로 홍보해서 배달비 받아먹으면서 이런식이면 사기꾼들이지 애초에 배ㅁ에서 사람들 옮겨온 이유가 뭔데 이걸로 사기를 치네요그리고 자동차랑 자전거는 왜써요 배달이란게 돈내고 음식 배달 시킨 사람을 위한거지 그냥 일거리 없는 사람들 일자리 제공하는 놀이수준같음 아무나 막함자동자는 느리지 주차 한다고 또 헤매지 자전거는 말할것도 없지 면 시켰을때 자동차 걸리면 짜증부터 남 그냥 배ㅁ으로  다시 갑니다 초반에만 좋았지 초심잃음,6/22/2021 10:11,1,0
앞으로 쿠팡이츠사용안합니다상담원 교육좀 제대로 시키세요배달업체  사장님이 쓰려져서  정신없는데신경도 안쓰고 자기할말만 하다니진짜너무하네,6/22/2021 10:10,1,0
사람이 쓰러졌다는데 계속 재발방지요청만 하는 상담사보고 할말을 잃었네요 손놈이 이미 가게에 환불요청해서 환불 받았으면 손놈보고 이미 환불받은건이니 전화하셔도 환불 못받는다고 못박아 얘기해야 하는거 아닌가요 짐승을 인간취급해주며 사장님만 끊임없이 압박하니 사람이 죽은거 아닙니까 그리고 사람이 쓰러져서 전화 못받는다는데 계속 앵무새마냥 다시는 이런일 없게 해달라 괜찮냐는 말이 먼저 아닌가요 아무리 돈벌려고 하는 일이라지만 이렇게 인간이하로 업무처리 해놓고 월급 받으면 퍽이나 기쁘겠네요 이렇게 현재 일어난 일만 처리할려는 쿠팡이츠메뉴얼이나 고작 이천원갖고 사람 끊임없이 괴롭혀 죽게 만든 개쓰레기손놈새끼나 그대로 죄 돌려받길 간절히 기도합니다,6/22/2021 9:51,1,0
쿠팡이츠 자주 시켜먹었는데 새우튀김 뉴스보고 이제 더 이상 안 쓸랍니다,6/22/2021 9:12,1,0
쿠팡 이제 사용 안할려고요,6/22/2021 8:36,1,0
업주들 등골 빨아먹는 기생충 같은 어플 ㅉㅉ,6/22/2021 7:56,1,0
외국인 김범석 의장 사퇴 바랍니다대한민국 국민을 너무 우습게 아네요화재사고 욱일기 판매  자영업자분 사망노동자들 과로치사   산재건수 천건이 넘고경영 제대로 하시길,6/22/2021 7:46,1,0
사람죽인 쿠팡,6/22/2021 7:17,1,0
ㅇㅇ,6/22/2021 7:10,1,0
별한개도 아까운데 후기남기려면 무조건 체크해야되서 줍니다무조건 점주잘못 애초에 쿠팡회장이 쿠팡세운게 잘 못이지사람갈아넣어 모든게 가맹점 탓이야오늘부로 탈퇴임,6/22/2021 6:37,1,0
무료라면서 누르면 뭐 조건이 ㅈㄴ 많네 애초에 써놓던지 왜그따구로 만드세요,6/22/2021 6:18,1,0
쿠팡은 도대체 힘없는 사람 몇명을 죽음으로 몰아넣어야 만족하려는지 모르겠음,6/22/2021 5:26,1,0
더 이상 사용하기싫어 삭제합니다,6/22/2021 5:18,1,0
그르지마,6/22/2021 5:17,1,0
윗대가리가 그리 경영하니 아타까운 목숨만 잃잖아,6/22/2021 4:57,1,0
뉴스보고 정떨어져서 삭제 할라구요 사람에 죽어가는데 어떻게 그럴수가 있는지ㅉㅉ,6/22/2021 4:22,1,0
더이상 쓰고싶지 않습니다몇명이 더 죽어나가야 정신차리실 겁니까악질 고객으로부터 사장님 보호 전혀 안되고 나몰라라소름끼쳐서 못쓰겠네요,6/22/2021 4:07,1,0
점주 말려죽이는 악덕 기업 어플은 안씁니다,6/22/2021 3:56,1,0
사람 착취해서 돈버는 회사를 쓰고 싶진 않네요,6/22/2021 3:26,1,0
쿠팡도 쿠팡이츠도 다 지웁니다 노동자 개무시하는 기업,6/22/2021 3:02,1,0
주변에 배달음식점이 있는데 없다고 뜨는 건 무슨 경우인가요ㅜ 무슨 음식을 검색하던 다 없다고 뜨네요,6/22/2021 2:54,3,0
내가 가서 사오고 말지 냉면 시켰더니 얼음 다녹고 면은 뭉쳐지고 먹으라는건지 말라는건지  자동차배달 어이가없네여,6/22/2021 2:32,1,0
쿠팡이츠 탈퇴 하려면 전화로 하라더니 전화하니 쿠팡을 탈퇴해야 쿠팡이츠 탈퇴 된다며 장난질,6/22/2021 2:17,1,0
길도 엄청 돌아가고 러시아워 때 개막히고 진짜 내가 차라리 걸어갔다오는게 더 빠름 뭔 키로거린데 시간이나 배달이 걸리냐 하 노동자분들은 죄없음 다 쿠팡 김범준탓,6/22/2021 2:10,2,0
기사좀 아무나 쓰지 마세요 진짜로,6/22/2021 1:49,1,0
우서는 마쭘법 트려서 죄송하미다저가 모배워나뽜요샴쫀이 코팡이쯔 대문에 갸개를 믄따는다 하요파느데 수수료애 베달비갸 이랴니 졍말 어메이지잉 하녜여베민도 이려진 아나요 쿠팡거지들만 모아셔 햐루빠리 샤라지구랴이러는 마쭘뻡이 녀무 트려 노픈신 부들에게 아니올랴가갰지마 그랴도 하번 끄저겨 봆니댜쿠팡 탈퇴 쿠팡이츠 삭제쿠탈쿠이삭,6/22/2021 0:51,1,0
책임을 플랫폼 이용자들에게 전가하지 마세요,6/21/2021 23:46,1,0
입원해 쓰러져있다는데 본사는 재발방지로 차 가해결국 업주 뇌출혈 사망차가해한 직원  너도 살인자다,6/21/2021 23:42,1,0
미국기업 일본자본,6/21/2021 21:25,1,0
횡포 부리는 고객 맞춰주다가 멀쩡한 사람을 죽게만든 상담사 대책 좀 마련하던지 사과를 하던지 어영부영 넘어가려고 하지 마세요,6/21/2021 18:50,1,0
쿠팡의 비상식적인 경영마인드에 더 이상은 이용하고 싶지않아 쿠팡 탈퇴하고 쿠팡이츠 어플도 삭제합니다,6/21/2021 18:27,1,0
사용하기가 불편함,6/21/2021 16:57,1,0
개쓰레기 어플,6/21/2021 16:39,1,0
사장님이 쓰러져도 상담사의 태도때문에 불매하겠습니다 배달이 편하더라도 업주님들 걱정에 직접포장해서 먹겟습니다 쿠팡망하세요,6/21/2021 16:29,1,0
그냥 배민쓰겠습니다 배민보다 나은점 하나없네요,6/21/2021 16:12,1,0
상담사들정말무섭네요,6/21/2021 16:11,1,0
새우튀김 환불 사건 관련해 돌아가신 사장님의 소식을 듣고 왔습니다 정말 안타깝습니다 고객의 입장을 대변하는 듯 하면서 실속만 다 챙기고 모든 책임을 업주에게 떠넘긴 쿠팡이츠의 대응이 정말 실망스럽습니다 진상 고객의 편만 들고 사업주는 나몰라라 가운데서 적절히 중재하는 역할을 하셨어야 하는 게 아닌가요 어떻게 뇌출혈로 쓰러져 죽어가는 사람에게 계속 조심해달라 전달해달라만 반복할 수 있는지 앞으로 쿠팡이츠에서 시키고 싶지 않습니다,6/21/2021 15:53,1,0
이번 동작구 사태를 뉴스로 접했습니다쿠팡의 상담원에게도 책임이 있겠지만 그에 앞서 매뉴얼을 정비하고 책임감을 가져야 합니다 이대로는 안 돼요,6/21/2021 15:48,1,0
생각이 있는건지 없는건지나도 쿠팡이츠로시켜먹는 입장이지만 가게 사장님도너네 입장에서는 고객이다 임마상담사야 사람이 쓰러졌다는데조심좀 해주세요 소시오패스인가쿠팡이츠 이용 안한다 차라리 돈 더주고배민을 쓰지,6/21/2021 15:30,1,0
사람쓰러졌는데도 메뉴얼대로 그렇게 말해야했었나요앞으로 절대 이용 안합니다,6/21/2021 15:22,1,0
쿠팡 대단하네 탈퇴함,6/21/2021 15:20,1,0
고인의 명복을 빕니다쿠팡 탈퇴합니다,6/21/2021 15:10,1,0
퉤,6/21/2021 15:03,1,0
터질게 점점 터지고 있네요배민보다 가맹저 수도 적은 덧 같고 쓸 이유가 없음,6/21/2021 14:59,1,0
가끔 음식이 최소 분시간 분 지연 될때가 있습니다개선 부탁드립니다,6/21/2021 14:53,1,0
안녕 쿠팡이츠 즐거웠어  뉴스 보고 안타까워서 이만합니다,6/21/2021 14:51,1,0
진짜 ㅋㅋㅋ집요하다 상담원이던 뭐던 다음날 지난걸 전체 환불해달라고 요구들어달라고 그러시고 쓰러져있다는데 되게 집요하게 사장님께 꼭 전달해달라 그러시구 사장님 삼가 고인의 명복을 빕니다,6/21/2021 14:40,1,0
제발 망하세요 쿠팡이츠기도합니다갑질의 끝 어휴,6/21/2021 14:28,1,0
누군가를 죽이는 구조에 참여하지 않고자 앱 삭제합니다,6/21/2021 13:52,1,0
최고에요,6/21/2021 13:51,5,1
이것도 토씨 하나 틀리지 않게 적어서 애플로 삭제 요청 하세요,6/21/2021 13:49,1,0
쿠팡 뉴스에 많이 나오는거 보니까 문제가 많음,6/21/2021 13:43,1,0
뉴스보니 가지가지 하네요갑질하지 마세요새우튀김하나가 중요합니까한사람의 목숨이 중요합니까책임지세요,6/21/2021 13:35,1,0
인터넷을봐도 죄다 사람에게좋지않은소식만있는 쿠팡이츠라서 못쓰겠어요 삭제,6/21/2021 13:34,1,0
너무 비도덕적이네요 평생 불매하겠습니다,6/21/2021 13:33,1,0
새우튀김 하나로 블랙컨슈머 처리 못해서 가게 주인한테 떠 넘기고잘 사용도 안했는데 이참에 삭제합니다앱 이용이력도 삭제해 주세요,6/21/2021 13:28,1,0
배달원 상대로 갑질에 음식점 상대로 갑질해서 사람 죽이는 기업앱 이제 안쓰려고 합니다,6/21/2021 13:28,1,0
사람이 쓰러졌는데 듣지도 않고 환불조치 전화하는 게 말이 되나요 정말 쿠팡이츠 다시는 안 쓰겠습니다무조건 손님 비위 맞추느라 자영업 가게들만 압박하고 그것도 상황에 맞춰서 해야지 하루 뒤에 음식 환불로 쓰러진 사람한테 그렇게 전화를 해야 하나요 쓰러졌다고 하는데도 그러면 추후에 연락하겠다 그때 그 상담원 직원분은 정말 반성하세요 다시는 안 씁니다 쿠팡이츠 이 글 보신 분들도 뉴스에서 새우튀김개 환불 쿠팡이츠 건 뉴스 보고 오세요,6/21/2021 13:17,1,0
뉴스 자알 보고왔다 개진상 쌉진상 한년때문에 뇌출혈로 쓰러진 사장님께 재발방지를 끝까지 촉구하던 니들 그 진상짓하던 새끼는 어차피 비참하게 죽을거겠고나는 내인생에 이 앱 쓸일 없을거다그 잘난 별 한개 니들이 받아보니 기분이 어떠신가ㅋㅋ,6/21/2021 12:54,1,0
시 뉴스 보고 앱삭제합니다사람이 사경을 해매고있다는데 소시오패스같은 업무처리 이젠 다시 쿠팡쓰는일은 없을거같네요,6/21/2021 12:49,1,0
중간에서 수수료만 가져가고 하는게 뭔가요 배달 거지같은 손님이 음식 다 먹고 환불해달라고 하면 업주는 환불해줘야하는건가요 제대로된 매뉴얼을 세우던지 중간에서 제대로 일처리를 잘 하시던지 하시길 바랍니다 어플 자체가 좋더라도 이런 건이 해결되지 않는다 하면 더이상 사용해선 안될 것 같다는 생각이 드네요,6/21/2021 12:36,1,0
에라이 쓰레기같은넘들아 피를 빨아도 정도껏 빨아야지 양심도 없냐,6/21/2021 12:35,1,0
인격부터 다듬으세요,6/21/2021 12:33,1,0
지구상에서 사라져야할 블랙기업,6/21/2021 12:23,1,0
새우 튀김 하나 때문에,6/21/2021 12:22,1,0
잘보고 갑니다 쿠팡이츠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6/21/2021 12:19,1,0
아무리 고객말이 우선시라고는 하지만 쓰러져있다는 사람한테 어떻게 그런 장사 잘 하시다가 돌아가신분이 너무 안타깝고 마음 아프네요,6/21/2021 12:08,1,0
이용하시는 모든분들의 처우개선이나 제대로 하세요,6/21/2021 11:38,1,0
띄어쓰기 무서워서 사용 못하겠어서 탈퇴 후 삭제,6/21/2021 11:17,1,0
고객도 고객 나름이지 방금 뉴스보고 삭제해요,6/21/2021 11:06,1,0
주문방법 완전 빠르고 좋아요주문 후 배달 받을때까지도 한눈에 볼 수 있어서 넘 좋은데 지정된 카드외에 다른 카드로 결제 할 수 있었으면 좋겠어요 그래서 별 한개 뺍니다,6/21/2021 10:16,4,1
이 앱만원같은주소에 이렇게 차이나고심지어 배달은 더 느림 할인진짜 빡세게안하면 쳐다도안볼듯,6/21/2021 8:07,1,0
뭔일인지 밥 시키고 기다리는데 지도상에 기사님이 다른곳에 가셔서 기다리고 있는데 전화가 왔네요 받아보니 제 아파트가 아닌 다른 곳이 배달분 주문표에 나왔나보네요 그 다른주소는 제가 살아 본적도 뭔갈 시켜본적도 없는곳인데 말이죠 요기요 갑니다,6/21/2021 6:56,1,0
완전 만족인데 경쟁사 어플들인가요뭐지 배달도 빠르고 간혹 에   정도만 별로인 파트너님들이 배정 되는 거고 물건 앞에 놓고 전화 달라는데 안 주시고 그냥 가는 경우 그런 것만 빼면 완전 좋은 어플인데저는 요기  배 다 이용했던 사람인데쿠팡이츠가 가장 빠르고 결제도 쉽고 좋았어요 타어플에선 무배가 아닌데 쿠팡이츠에선 무배인 가게들도 많았고요 한집 배달 맞던데 아니라고 하시는분들은 뭐죠 저는 항상 한집 배달로 오시던데배 요기 는 단점이 상담사분들이 너무 불친절해요 물론 그만큼 거기 메뉴얼이 그렇게 되는거겠지만 안내해주시는 멘트나 피드백 같은 것들이 좀 많이 별로인데쿠팡이츠 상담사분들은 친절하세요저는 암튼 만족해서 친구들한테나 인터넷 카페에서 추천 많이 했네요 편하고 좋은 앱이에요,6/21/2021 6:53,5,1
밥먹고 빨리 일하러 나갈라고 분 사이 배송시간 보고 주문하고보니 분이더라구요 그래서 급하게라도 먹고 가자 생각으로 분 기다리고 보니 음식은 다 만들어졌지만 배달원배정이 안돼서 그냥 배정될때까지 분으로 뜨더니 이제막 분 떴고 이거적는동안 십분지나고나서 보니 분으로 늘어나있네요 ㅋㅋㅋㅋㅋㅋㅋ아 진짜 짜증난다 그럼 음식은 그동안 계속 식고있겠네요 분이 지나기전에 미리 말을 해주시던가 그럼 라면이라도 끓여먹고나갓지 다기다릴거 다기다리고나니까 문자 띡 보내놓는거 너무 싫다 진짜 이따구로 운영 할거면 어플 개발하지마라,6/21/2021 5:03,1,0
분 걸린다더니 분 기다렷습니다이상,6/21/2021 4:45,1,0
쿠팡이츠 건하면 만원들어오는거 안들어왔다고 전화했는데 월달에 종료된이벤트고 앱내에 업데이트 안된거래라고 연락받고 여긴 손절각,6/21/2021 3:13,1,0
빠르고 좋아요 잘쓰고있습니다,6/20/2021 16:08,5,1
첫배달 할인 없음,6/20/2021 10:35,1,0
주문시간걸리는거는 왜 계속 늘어나는거임 분걸린대서 그런가보다 하고 있었는데 분정도 지나서 다시보니까 왜 분임 이럴꺼면 이거 안쓰지 빨리온대서 했는데,6/20/2021 10:34,3,0
장바구니 담았는데 갑자기 결제 되어버림 취소버튼 같은 것도 없어서 취소도 못 하고 바로 준비 중으로 바뀜 배송비 보려고 대충 옵션 선택하고 담아봤는데 날벼락 ㅂㄷㅇㅁㅈ보다 배달비도 비싸고 리뷰 이벤트도 없고 암튼 더 비싸게 사 먹은 꼴 뭐 이런 결제 시스템이 있는지 취소 버튼도 좀 만드세요,6/20/2021 8:21,1,0
집 배달이라는 광고하지 마세요대놓고 다른곳 스탑바이 하는데ㅋㅋ집 배달이라는 캐치프레이즈로 고객 확보했으면그에 걸맞게 라이더 교육이 병행되어야죠,6/20/2021 7:01,1,0
피자 시킨 후 계속 지연 돼서 알아보니 피자 사이즈가  너무 커서 배달이 안된다고 함 그래서 직접 가지러 갔다와소 배달료 환불 해달라구 했는데 결제 취소하고 매장 가서 다시 결재해야한다고 ㅠㅠ 일 동구멍 처럼 함 퉤퉤퉤ㅠㅠ,6/20/2021 6:22,1,0
결제 수단이 너무 적어요 네이버 페이같은 것 도 있으면 좋을텐데,6/20/2021 4:23,4,1
어플의 모든 부분을 만족하지만 만나서 카드결제 서비스도 부탁드리겠습니다ㅜ,6/20/2021 4:00,5,1
여긴 뭐가 남나 싶네요처음 그냥 시켜보고 이번에 두번째 시켰는데 너무 좋아서 리뷰 작성하네요 회도 적당하고 다른곳은 매운탕 추가해야 하는데 여기는 기본 가격에 제공대는 거라서 너무 좋아요 맛도 훌륭하구요 전 여기루 계속 시킬랍니다 ,6/19/2021 14:48,5,1
좋은 배달앱 입니다,6/19/2021 11:13,5,1
저녁식사가 급해 서비스나 할인이 제공되는 타 어플대신에 쿠팡이츠 어플 상에서 분으로 표기되는 음식점에서 주문을 함최대시간을 고려해도 분인데 주문하고 나니 예상시간 분으로 늘어나고 중간에 배달 현황 확인해보니 갑자기 시간이 추가되어 결국은 분으로 변경됨이에 대해서 고객센터에 항의하자 치타배달의 시간은 메뉴가 준비되는 시간을 뜻하고 배달 시간은 별도라는 어이없는 변명을 시전함애초에 이렇게 분이나 걸리면 서비스 할인도 없이 빠른 배달만 믿고 주문하는 쿠팡이츠는 사용할 필요도 없었는데 표기되는 시간보다 배나 걸리게 해놓고선 황당한 변명으로 대응하는 쿠팡이츠 이건 고객 우롱이나 다름 없는거 아닌가요사과와 서비스 개선에 대한 약속이 필요합니다,6/19/2021 10:54,1,0
사실 배민이나 요기요는 리뷰이벤트도 있고 쿠폰 할인도 있는데 빨리 먹고 싶어서 굳이 쿠팡에서 치타배달로 주문했는데 배달 시간 계속 늘어나고 처음 주문할 때 안내된 배달 시간의 두배 가량이 걸렸네요 황당해서 상담 전화 했더니 치타 배달 시간은 배달 완료 시간이 아니라 메뉴 준비 시간이고 라이더 배달 시간은 따로라는 황당한 답에 할말이 없네요 배민 요기요도 익스프레스 배달 나온 마당에 굳이 쿠팡 쓸 이유가 없는듯하네요 앱 삭제합니다,6/19/2021 10:52,1,0
고객센터 연락도 안되고 요즘 통화될때 까지 기다리는데가어딨어요 번째빠꾸 맞고 열받아서 씁니다 번호남겨서 연락을 기다려도 짜증날판에 이런식으로 할꺼면 배달사업 안하시는게 낫지않을까요 배달밀렸을때 진짜빠르게해야 배달이지 바쁘면 마춰서 음식을 맞춰서 나오든가 식당에선 다만들고 기다리는데 배달원 없어서 못배달한다고 다식어서 갔다주면 소비자 가지고 장난칩니까 항의할라하믄 고객센터로 하라글고 참 어이없네요,6/19/2021 10:45,1,0
무료배달로 올려놓고 얼마이상 제한 걸고 이거 사실상 전혀 무료 배달이아닌데 장난 치지 맙시다 업체들 탓으로 돌리지도 말고요 어디가지나 무료배달로 표기 되게 만든 쿠팡이츠의 책임이 큽니다,6/19/2021 4:43,3,0
치타배달이라면서 시간 넘게 배달 파트너가 안 구해져서 분 배달 예정이었던 것을 가게 사장님이 다른 배달업체 불러서 시간 반 만에 받았습니다 이런 부분이 전혀 모니터링이 안되는지 잘 받았으면 가게 리뷰나 써달라고 뜨는게 어처구니 없어 가게 리뷰가 아니라 앱 리뷰를 씁니다 고객센터로도 전화를 걸었는데 상담 직원만 죄송하다고 하는게 무슨 의미가 있을지요 어차피 하청일텐데 개발쪽은 전달이 되기나 했을지 모르겠네요,6/19/2021 4:37,1,0
배달원분들이 위치를 잘 못 찾아서 맨날 전화하고 눈치까지 봐야하나요 편하게 시켜먹지는 못하겠네요,6/18/2021 10:52,2,0
배달도 빨리오시고 음식들도 전반적으로 맛있어요 앞으로도 애용할께요,6/18/2021 6:32,5,1
오후 시분 주문했고 배달비 원 냄 오케이 그래도 분 후 도착이라길래 배민보다 빨라서 좋네 싶었더니 바로 도착 시간 분 늘어남 한 번에 한 집이라 빠르다는 것처럼 마케팅 하시더니 결국 배민에서 시켜먹는거랑 다를게 없음 배달비만 더 비싸게 받을 뿐 애휴,6/17/2021 10:50,1,0
완전맛나용,6/17/2021 10:45,5,1
배민이너 요깅요보다 배달료가 좀 더 비싼편이예요,6/17/2021 8:03,4,1
다른 배달어플들 거의 원대 배달료와 최소주문금액이 부담스러워서 이용을 거의 안했었는데 쿠팡이츠 배달도 엄청 빠르고 거의 분 안에 오고 배달료도 있어봤자 원 안쪽에 너무 좋습니다 배달 오시는분 지도 뜨는거 보면 시간 금방 가서 조ㅗ아요,6/17/2021 6:28,5,1
매루 만족해요,6/17/2021 3:31,5,1
시오픈이래서 들어가면 일시적으로 주문불가라고 떠요 그래서 매장에 전화해보면 영업하고있대요 편하게 주문하려고 앱 쓰는건데 왜 매번 이러죠이게 오늘만이 아니고 계속 그래요,6/17/2021 2:07,1,0
차승원 모델 굳,6/17/2021 1:04,5,1
리뷰바로바로 안됨 음식 개거지처럼 왔는데 어떻게 할 방법이 없음 거지같음ㅋㅋ좋은 리뷰만 등록되나,6/16/2021 13:30,1,0
쿠팡이츠가 처음 나왔을때 앱을 깔고 여지껏 잘사용했는데 얼마전부터 앱을 클릭하면 첫화면이 나오는듯하다가 바로 그냥 꺼져버리네요뭐가문제인지 모르겠어요해결방안은 없는건가요,6/16/2021 12:11,5,1
처음 주문하기 전에는 치타배달이라고 분 컷으로 보여주고 난 뒤 주문 버튼 누르는 순간 주문부터 들어가고 이후에 배달파트너가 매칭 되는 시스템 즉 배달파트너 선정이 늦어지면 그만큼 늦어짐 결과적으로 분 가까이 걸림 심지어 주문취소도 안됨 배달파트너 매칭을 개런티 한 이후에 치타배달 타이틀을 걸어야죠 이럼 치타배달이랑 아닌거랑 무슨 차이인건가요 취소시스템을 넣어주시던가요 이럴꺼면 뭐하러 치타배달만 필터링해서 주문업체선정할까요 고객 기만입니다,6/16/2021 8:11,3,0
처음 안내되는 시간에서 계속 지연되는데그럼 예상 소요시간 뜨는데 무슨 의미인가요식당에서는 조리 끝내고 기다리고 있다고 하고배달시간은 계속 연장되고 있고애초에 안내시간이 제대로 뜨면 주문을 안했을텐데음식 맛도 떨어진채로 받게되는데이 부분 해결해주셨으몀 합니다,6/16/2021 5:56,1,0
배민의 횡포에도 급할깬 어쩔 수 없나 싶었는데 확실한 대안이네요 더 빠르고 위치도 보여주니 맘졸이지도 않고 다 좋은데 배달비는 좀 더 다운 되면 좋을듯 가격이벤트가 끝나면 걱정입니다,6/15/2021 14:17,5,1
박종일,6/15/2021 10:08,5,1
딱히 불만없이 만족하면서 사용하고 있는데 요즘 들어 자동차만 걸리네요 진짜 예상 배달시간보다 오래걸리고 음식도 식어요 자동차 걸릴때마다 주문 취소하고 싶음 개선 할 필요가 있어요,6/15/2021 9:50,4,1
일반 치킨이나 햄버거 시킬 때 제일 배달 빠른 지점에서 시키곤 하는데요 처음엔 분이었다가 분 뒤에도 분이고 시간이 계속 늘어나요 아예 처음부터 시간이라고 잡으면 맘 편히 기다릴텐데 시간도 안줄고 감감 무소식이다가 갑자기 시간 늘어나고 이러니까 기분만 더 안좋아지네요이 부분 좀 고쳐주세요,6/15/2021 7:32,1,0
무료배달이라면서 자꾸 금액별 배달팁이 붙네요 애초부터 원 이라고 써놓던가요 시키려다가 기분 나빠서 안시키고 만 적이 여러번이에요,6/15/2021 6:09,1,0
김치찌개는 식어빠지고 어제 음식인지 쉰 건지 시큼한 냄새가 나서 먹을수가 없네요 추가한 떡은 다 불어터지고 밥은 꼬두밥이다 못해 모래처럼 설익고 먹을수가 없어 다 버리고 햇반 데워 먹었음 이런걸 무슨 음식이라고 판매를 하는지 영업하기 싫으시면 장사 안 해야하는거 아닌가요배달은 시간 반만에 도착하고 음식은 최악이고 여기 절대로 먹지 마세요음식은 먹자마자 쉰내나 버렸습니다 아들은 파채 소스 하난 건질만 하다고 팩폭을 날리는군요,6/15/2021 4:14,1,0
치타배달이라고 분 걸린다고 해서 주문했는데 고객센터에 여러차례 항의 해야 겨우 분만에 배달이네요 후에 일정있으신 분들은 쿠팡에서 시키지 마세요,6/15/2021 3:45,1,0
감사합니다,6/15/2021 2:44,5,1
일회용 젓가락 체크가 자동으로 안되서 못받았네요 옆집은 안그러던데 짜증나서 점 박고 갑니다,6/14/2021 10:39,1,0
벨 누르지 말라고 요청사항에 적어도 지킨 적 거의없음 다시는 안 시킬 예정,6/14/2021 6:04,1,0
아이폰 씁니다 구형이지만 조금느릴뿐 다른 어플이나 뭐든게 다 잘돌아갑니다 엇그제까지도아이폰로 쿠팡이츠 시켜먹었는데 오늘배달시키려보니 어플의 메뉴가 뜨지않고 멈추다가 아예 꺼집니다전원도 다 꺼보고 다른 어플도 다 동작해봣는데쿠팡이츠만 이러네여 업데이트하고 이상해졌어요,6/14/2021 2:13,2,0
배송지연에 전화도 안받고 ㅡㅡ  어쩌라는거죠 취소도안되고 ㅡㅡ 책임의식이 없는듯 ㅋㅋㅋㅋㅋ,6/13/2021 13:48,1,0
ㅋ,6/13/2021 13:43,5,1
배민은 배달비 천원 받는데 여기는 전체적으로 배달도 빠르고 배달비도 저렴하고 아주 만족합니다 배민에서 쿠팡이츠로 왔어용 만족합니다,6/13/2021 10:42,5,1
